stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
33,0.5,13.5,29.621290700044483,,29.60725579992868,29.621290700044483,30.120312599930912,30.120312599930912,30.120312599930912,30.420057199895382,30.48816439998336,right,13.5,0,0,0.36425559991039336,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
34,0.5,14.0,30.503500499995425,,30.48835049988702,30.503500499995425,31.00348179996945,31.00348179996945,31.00348179996945,31.30338539998047,31.540520600043237,left,-14.0,1,1,0.527637500083074,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
35,0.5,14.0,31.555081899976358,,31.540843999944627,31.555081899976358,32.055124199949205,32.055124199949205,32.055124199949205,32.37026700004935,32.420973599888384,left,-14.0,1,1,0.3591263999696821,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
36,0.5,14.0,32.43644439987838,,32.42121579986997,32.43644439987838,32.936639999970794,32.936639999970794,32.936639999970794,33.236703499918804,33.45479750004597,right,14.0,0,0,0.5016052999999374,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
37,0.5,14.5,33.47000880003907,,33.45498330006376,33.47000880003907,33.97005130001344,33.97005130001344,33.97005130001344,,34.07129739993252,right,14.5,0,0,0.09465870005078614,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
38,0.5,15.0,34.08650529989973,,34.07144199986942,34.08650529989973,34.58659520000219,34.58659520000219,34.58659520000219,34.888459200039506,34.9566953999456,right,15.0,1,1,0.35531420004554093,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
39,0.5,15.0,34.972013799939305,,34.95702020009048,34.972013799939305,35.47148129995912,35.47148129995912,35.47148129995912,35.77149820001796,35.77376260003075,left,-15.0,1,1,0.29778290004469454,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
40,0.5,15.0,35.78839410003275,,35.77407269994728,35.78839410003275,36.28765539987944,36.28765539987944,36.28765539987944,,36.55454619997181,left,-15.0,0,0,0.2636345000937581,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
41,0.5,15.5,36.570030299946666,,36.55470440001227,36.570030299946666,37.07032170007005,37.07032170007005,37.07032170007005,37.37006859993562,37.371396200032905,left,-15.5,0,0,0.2875057999044657,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
42,0.5,16.0,37.38667590008117,,37.37153850006871,37.38667590008117,37.88672220008448,37.88672220008448,37.88672220008448,,38.054296700051054,left,-16.0,0,0,0.15375349996611476,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
43,0.5,16.5,38.07025419990532,,38.05443840008229,38.07025419990532,38.56994879990816,38.56994879990816,38.56994879990816,38.8696375999134,38.954407799988985,right,16.5,0,0,0.38258269988000393,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
44,0.5,17.0,38.96985920006409,,38.95455939997919,38.96985920006409,39.453081199899316,39.453081199899316,39.46979349991307,39.7531284999568,39.73916850006208,left,-17.0,0,0,0.2841954999603331,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
45,0.5,17.5,39.7531284999568,,39.73932350007817,39.7531284999568,40.25443509989418,40.25443509989418,40.25443509989418,40.555350499926135,40.62388619990088,right,17.5,0,0,0.35349639994092286,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
46,0.5,18.0,40.63820749986917,,40.624187499983236,40.63820749986917,41.13830249989405,41.13830249989405,41.13830249989405,41.437944599892944,41.440558600006625,left,-18.0,0,0,0.2943504999857396,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
47,0.5,18.5,41.454265899956226,,41.440855300053954,41.454265899956226,41.95429589995183,41.95429589995183,41.95429589995183,42.254188099876046,42.38934620004147,right,18.5,0,0,0.4262682998087257,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
48,0.5,19.0,42.404038599925116,,42.389637500047684,42.404038599925116,42.90438860002905,42.90438860002905,42.90438860002905,,43.15673350007273,left,-19.0,0,0,0.2463664999231696,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
49,0.5,19.5,43.17187189985998,,43.15708140004426,43.17187189985998,43.66979319998063,43.66979319998063,43.68642590008676,43.969637299887836,44.10391360009089,right,19.5,1,1,0.42349379998631775,049826,001,2024-09-06_13h57.50.285,Adaptive staircase,2024.2.1post4,61.387504988326604,2024-09-06 13h57.55.538460 +0530,
