words,number_of_letters,corrAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_4.started,key_resp_2.started,ins.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,text_2.started,text.started,key_resp.started,fixation.stopped,text_2.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
compunity,9,left,9,9,0,left,0.6503746999660507,None,0,9,9,67,16.537534200004302,,,,,,,,,16.524828499997966,16.537534200004302,16.537534200004302,17.52111909998348,17.52111909998348,17.53783609997481,17.53783609997481,18.18890080001438,left,0.6503746999660507,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
ous,3,left,10,10,0,left,0.7130860999459401,None,0,10,10,9,18.204408399993554,,,,,,,,,18.19067460001679,18.204408399993554,18.204408399993554,19.204420399968512,19.204420399968512,19.204420399968512,19.204420399968512,19.922169799974654,left,0.7130860999459401,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
anything,8,right,11,11,0,left,0.883929600007832,None,0,11,11,56,19.93789389997255,,,,,,,,,19.925178000004962,19.93789389997255,19.93789389997255,20.937820099992678,20.937820099992678,20.937820099992678,20.937820099992678,21.838324000011198,left,0.883929600007832,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
rememper,8,left,12,12,0,right,0.7024929000181146,None,0,12,12,53,21.854042799968738,,,,,,,,,21.84085109998705,21.854042799968738,21.854042799968738,22.837744100019336,22.837744100019336,22.854158199974336,22.854158199974336,23.555412199988496,right,0.7024929000181146,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
new,3,right,13,13,0,right,0.7220387000124902,None,0,13,13,4,23.57078090001596,,,,,,,,,23.557147899991833,23.57078090001596,23.57078090001596,24.570637199969497,24.570637199969497,24.570637199969497,24.570637199969497,25.305231200007256,right,0.7220387000124902,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
bifferent,9,left,14,14,0,left,0.7619940000004135,None,0,14,14,61,25.320607499976177,,,,,,,,,25.30742420000024,25.320607499976177,25.320607499976177,26.32068090001121,26.32068090001121,26.32068090001121,26.32068090001121,27.088494599971455,left,0.7619940000004135,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
anythink,8,left,15,15,0,left,0.8453623999957927,None,0,15,15,57,27.103967399976682,,,,,,,,,27.090518300014082,27.103967399976682,27.103967399976682,28.08736120001413,28.08736120001413,28.10405769996578,28.10405769996578,28.93789050000487,left,0.8453623999957927,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
secade,6,left,16,16,0,left,0.6212304999935441,None,0,16,16,37,28.953595399972983,,,,,,,,,28.939420900016557,28.953595399972983,28.953595399972983,29.93714039999759,29.93714039999759,29.953909699979704,29.953909699979704,30.571481799997855,left,0.6212304999935441,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
eferything,10,left,17,17,0,left,0.6318929999833927,None,0,17,17,71,30.5871235000086,,,,,,,,,30.573743899993133,30.5871235000086,30.5871235000086,31.570442700001877,31.570442700001877,31.58692119998159,31.58692119998159,32.204515299992636,left,0.6318929999833927,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
shoule,6,left,18,18,0,left,0.6959048000280745,None,0,18,18,31,32.21997149998788,,,,,,,,,32.20647049997933,32.21997149998788,32.21997149998788,33.22007839998696,33.22007839998696,33.22007839998696,33.22007839998696,33.92135540000163,left,0.6959048000280745,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
believe,7,right,19,19,0,right,0.6820708999875933,None,0,19,19,48,33.93705469998531,,,,,,,,,33.925395599973854,33.93705469998531,33.93705469998531,34.92002680001315,34.92002680001315,34.93701839999994,34.93701839999994,35.604821100016125,right,0.6820708999875933,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
think,5,right,20,20,0,right,0.9147439999505877,None,0,20,20,24,35.62042200000724,,,,,,,,,35.606606899993494,35.62042200000724,35.62042200000724,36.62041889998363,36.62041889998363,36.62041889998363,36.62041889998363,37.53829359996598,right,0.9147439999505877,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
become,6,right,21,21,0,right,1.0955335999606177,None,0,21,21,32,37.553483599971514,,,,,,,,,37.54242989997147,37.553483599971514,37.553483599971514,38.55354340001941,38.55354340001941,38.55354340001941,38.55354340001941,39.65488729998469,right,1.0955335999606177,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
ptay,4,left,22,22,0,left,1.7027882999973372,None,0,22,22,15,39.670236699981615,,,,,,,,,39.65674720000243,39.670236699981615,39.670236699981615,40.669956800004,40.669956800004,40.669956800004,40.669956800004,42.38809369999217,left,1.7027882999973372,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
decade,6,right,23,23,0,right,1.2895679000066593,None,0,23,23,36,42.40321069996571,,,,,,,,,42.390114500012714,42.40321069996571,42.40321069996571,43.403174499981105,43.403174499981105,43.403174499981105,43.403174499981105,44.704438199987635,right,1.2895679000066593,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
bedween,7,left,24,24,0,left,1.2410872000036761,None,0,24,24,45,44.71981969999615,,,,,,,,,44.70683330000611,44.71981969999615,44.71981969999615,45.719595499977004,45.719595499977004,45.719595499977004,45.719595499977004,46.971017899981234,left,1.2410872000036761,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
tochnology,10,left,25,25,0,left,1.1558899000519887,None,0,25,25,77,46.986875500006136,,,,,,,,,46.973001300008036,46.986875500006136,46.986875500006136,47.98650599998655,47.98650599998655,47.98650599998655,47.98650599998655,49.15443960000994,left,1.1558899000519887,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
incluting,9,left,26,26,0,left,1.4730717000202276,None,0,26,26,69,49.16955669998424,,,,,,,,,49.15682749997359,49.16955669998424,49.16955669998424,50.16969850001624,50.16969850001624,50.16969850001624,50.16969850001624,51.653857700002845,left,1.4730717000202276,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
should,6,right,27,27,0,right,0.7973009999841452,None,0,27,27,30,51.66941059997771,,,,,,,,,51.656024899974,51.66941059997771,51.66941059997771,52.652921099972446,52.652921099972446,52.669467100000475,52.669467100000475,53.454258500016294,right,0.7973009999841452,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
hour,4,right,28,28,0,right,0.5784552000113763,None,0,28,28,16,53.469576000003144,,,,,,,,,53.456350499996915,53.469576000003144,53.469576000003144,54.46939789998578,54.46939789998578,54.46939789998578,54.46939789998578,55.05421059997752,right,0.5784552000113763,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
important,9,right,29,29,0,right,0.6601876000058837,None,0,29,29,62,55.06930779997492,,,,,,,,,55.05675759998849,55.06930779997492,55.06930779997492,56.069216699979734,56.069216699979734,56.069216699979734,56.069216699979734,56.736884900019504,right,0.6601876000058837,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
countey,7,left,30,30,0,left,0.6173237999901175,None,0,30,30,43,56.75261359999422,,,,,,,,,56.739195099973585,56.75261359999422,56.75261359999422,57.7529028999852,57.7529028999852,57.7529028999852,57.7529028999852,58.3869485000032,left,0.6173237999901175,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
bussness,8,left,31,31,0,right,0.6332404999993742,None,0,31,31,51,58.402518999995664,,,,,,,,,58.38947900000494,58.402518999995664,58.402518999995664,59.402853599982336,59.402853599982336,59.402853599982336,59.402853599982336,60.03791100002127,right,0.6332404999993742,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
aboot,5,left,32,32,0,right,0.6177182999672368,None,0,32,32,23,60.052928899996914,,,,,,,,,60.04238900000928,60.052928899996914,60.052928899996914,61.05269699997734,61.05269699997734,61.05269699997734,61.05269699997734,61.686640799976885,right,0.6177182999672368,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
fot,3,left,33,33,0,left,0.9113236999837682,None,0,33,33,7,61.70260520000011,,,,,,,,,61.68851539999014,61.70260520000011,61.70260520000011,62.68588940001791,62.68588940001791,62.702873400005046,62.702873400005046,63.60399749997305,left,0.9113236999837682,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
play,4,right,34,34,0,right,0.5785981999943033,None,0,34,34,14,63.61890840000706,,,,,,,,,63.60624240001198,63.61890840000706,63.61890840000706,64.61894080002094,64.61894080002094,64.61894080002094,64.61894080002094,65.20373269997071,right,0.5785981999943033,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
everything,10,right,35,35,0,right,0.6063726000138558,None,0,35,35,70,65.21900579996873,,,,,,,,,65.2062340999837,65.21900579996873,65.21900579996873,66.21907509997254,66.21907509997254,66.21907509997254,66.21907509997254,66.83683609997388,right,0.6063726000138558,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
between,7,right,36,36,0,right,1.021393499977421,None,0,36,36,44,66.8526419000118,,,,,,,,,66.83909249998396,66.8526419000118,66.8526419000118,67.85249879996991,67.85249879996991,67.85249879996991,67.85249879996991,68.88654619996669,right,1.021393499977421,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
factor,6,right,37,37,0,right,0.6500629999791272,None,0,37,37,34,68.90223339997465,,,,,,,,,68.88854239997454,68.90223339997465,68.90223339997465,69.9020483000204,69.9020483000204,69.9020483000204,69.9020483000204,70.5543002000195,right,0.6500629999791272,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
much,4,right,38,38,0,right,0.48924329999135807,None,0,38,38,12,70.56877139996504,,,,,,,,,70.5566946999752,70.56877139996504,70.56877139996504,71.56891979998909,71.56891979998909,71.56891979998909,71.56891979998909,72.06967050000094,right,0.48924329999135807,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
beliefe,7,left,39,39,0,right,0.7261623999802396,None,0,39,39,49,72.08538930001669,,,,,,,,,72.07182599999942,72.08538930001669,72.08538930001669,73.06860790000064,73.06860790000064,73.08547009999165,73.08547009999165,73.80331629997818,right,0.7261623999802396,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
bopulation,10,left,40,40,0,right,0.6469990000477992,None,0,40,40,79,73.81845610000892,,,,,,,,,73.80538749997504,73.81845610000892,73.81845610000892,74.81836979999207,74.81836979999207,74.81836979999207,74.81836979999207,75.46998970001005,right,0.6469990000477992,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
population,10,right,41,41,0,right,0.8759766000439413,None,0,41,41,78,75.48542109999107,,,,,,,,,75.47211759997299,75.48542109999107,75.48542109999107,76.48507419996895,76.48507419996895,76.48507419996895,76.48507419996895,77.3696070999722,right,0.8759766000439413,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
system,6,right,42,42,0,right,0.8909162000054494,None,0,42,42,38,77.38528019998921,,,,,,,,,77.371877699974,77.38528019998921,77.38528019998921,78.3850483999704,78.3850483999704,78.3850483999704,78.3850483999704,79.28586980002001,right,0.8909162000054494,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
research,8,right,43,43,0,right,0.8377420000033453,None,0,43,43,58,79.301879799983,,,,,,,,,79.28835250000702,79.301879799983,79.301879799983,80.30144900002051,80.30144900002051,80.30144900002051,80.30144900002051,81.15301289997296,right,0.8377420000033453,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
lipe,4,left,44,44,0,left,0.6487480999785475,None,0,44,44,19,81.16826910001691,,,,,,,,,81.15484809997724,81.16826910001691,81.16826910001691,82.16830279998248,82.16830279998248,82.16830279998248,82.16830279998248,82.81899759999942,left,0.6487480999785475,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
experience,10,right,45,45,0,right,0.7731662999722175,None,0,45,45,72,82.835014900018,,,,,,,,,82.82321499998216,82.835014900018,82.835014900018,83.81802790000802,83.81802790000802,83.8347841000068,83.8347841000068,84.60276510001859,right,0.7731662999722175,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
sistem,6,left,46,46,0,right,0.6147753000259399,None,0,46,46,39,84.61809489998268,,,,,,,,,84.60569180001039,84.61809489998268,84.61809489998268,85.61822579998989,85.61822579998989,85.61822579998989,85.61822579998989,86.23636320000514,right,0.6147753000259399,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
mech,4,left,47,47,0,left,0.5705722999991849,None,0,47,47,13,86.25162320001982,,,,,,,,,86.23880539997481,86.25162320001982,86.25162320001982,87.25136250001378,87.25136250001378,87.25136250001378,87.25136250001378,87.83540260000154,left,0.5705722999991849,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
especialty,10,left,48,48,0,left,0.8003399000153877,None,0,48,48,75,87.85115599998971,,,,,,,,,87.83797399996547,87.85115599998971,87.85115599998971,88.83458530000644,88.83458530000644,88.85123219998786,88.85123219998786,89.63705299998401,left,0.8003399000153877,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
program,7,right,49,49,0,right,1.0151139000081457,None,0,49,49,40,89.6514747000183,,,,,,,,,89.63968109997222,89.6514747000183,89.6514747000183,90.65134400001261,90.65134400001261,90.65134400001261,90.65134400001261,91.66887379996479,right,1.0151139000081457,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
pesearch,8,left,50,50,0,left,1.5038031000294723,None,0,50,50,59,91.68462249997538,,,,,,,,,91.67090640001697,91.68462249997538,91.68462249997538,92.6842252999777,92.6842252999777,92.6842252999777,92.6842252999777,94.20247580000432,left,1.5038031000294723,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
pregram,7,left,51,51,0,left,0.9110928999725729,None,0,51,51,41,94.21784759999719,,,,,,,,,94.20517779997317,94.21784759999719,94.21784759999719,95.21773789997678,95.21773789997678,95.21773789997678,95.21773789997678,96.13561029999983,left,0.9110928999725729,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
whicb,5,left,52,52,0,left,1.1575905000208877,None,0,52,52,27,96.15104029997019,,,,,,,,,96.13783610000974,96.15104029997019,96.15104029997019,97.150703399966,97.150703399966,97.150703399966,97.150703399966,98.31872969999677,left,1.1575905000208877,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
fector,6,left,53,53,0,left,0.7163924999767914,None,0,53,53,35,98.33443799999077,,,,,,,,,98.32080190000124,98.33443799999077,98.33443799999077,99.31739159999415,99.31739159999415,99.3339708999847,99.3339708999847,100.03544830001192,left,0.7163924999767914,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
question,8,right,54,54,0,right,1.2714482999872416,None,0,54,54,54,100.05058400001144,,,,,,,,,100.03788540000096,100.05058400001144,100.05058400001144,101.05055759998504,101.05055759998504,101.05055759998504,101.05055759998504,102.3350021999795,right,1.2714482999872416,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
including,9,right,55,55,0,right,3.0139399000327103,None,0,55,55,68,102.35047960001975,,,,,,,,,102.33813549997285,102.35047960001975,102.35047960001975,103.35044150002068,103.35044150002068,103.35044150002068,103.35044150002068,106.36854019999737,right,3.0139399000327103,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
exberience,10,left,56,56,0,left,1.1843253999832086,None,0,56,56,73,106.38425349997124,,,,,,,,,106.37112149997847,106.38425349997124,106.38425349997124,107.38404289999744,107.38404289999744,107.38404289999744,107.38404289999744,108.5848210999975,left,1.1843253999832086,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
remember,8,right,57,57,0,right,0.7709375999984331,None,0,57,57,52,108.60058309999295,,,,,,,,,108.58785860001808,108.60058309999295,108.60058309999295,109.60024840000551,109.60024840000551,109.60024840000551,109.60024840000551,110.38454509997973,right,0.7709375999984331,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
which,5,right,58,58,0,right,2.373694700014312,None,0,58,58,26,110.40017370000714,,,,,,,,,110.38738390000071,110.40017370000714,110.40017370000714,111.40012720000232,111.40012720000232,111.40012720000232,111.40012720000232,113.78431730001466,right,2.373694700014312,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
neu,3,left,59,59,0,left,1.2385123000130989,None,0,59,59,5,113.79996279999614,,,,,,,,,113.78662209998583,113.79996279999614,113.79996279999614,114.78331759996945,114.78331759996945,114.80007469997508,114.80007469997508,116.03413200000068,left,1.2385123000130989,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
out,3,right,60,60,0,right,2.137281199975405,None,0,60,60,8,116.04990069998894,,,,,,,,,116.0362226999714,116.04990069998894,116.04990069998894,117.04980009997962,117.04980009997962,117.04980009997962,117.04980009997962,119.20110539998859,right,2.137281199975405,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
especially,10,right,61,61,0,right,2.245980299951043,None,0,61,61,74,119.21677260001888,,,,,,,,,119.20323949999874,119.21677260001888,119.21677260001888,120.21631079999497,120.21631079999497,120.21631079999497,120.21631079999497,122.4674833000172,right,2.245980299951043,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
technology,10,right,62,62,0,right,0.8801274999859743,None,0,62,62,76,122.48329200001899,,,,,,,,,122.46971500001382,122.48329200001899,122.48329200001899,123.48301560000982,123.48301560000982,123.48301560000982,123.48301560000982,124.36707480001496,right,0.8801274999859743,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
line,4,right,63,63,0,right,0.9960617000469938,None,0,63,63,18,124.38336219999474,,,,,,,,,124.36877519998234,124.38336219999474,124.38336219999474,125.36645829997724,125.36645829997724,125.38324539997848,125.38324539997848,126.36748610000359,right,0.9960617000469938,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
community,9,right,64,64,0,right,1.3449341999948956,None,0,64,64,66,126.38317330001155,,,,,,,,,126.3700935000088,126.38317330001155,126.38317330001155,127.3831662000157,127.3831662000157,127.3831662000157,127.3831662000157,128.73396500002127,right,1.3449341999948956,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
country,7,right,65,65,0,right,0.9710411000414751,None,0,65,65,42,128.74953069997719,,,,,,,,,128.73610219999682,128.74953069997719,128.74953069997719,129.74941950000357,129.74941950000357,129.74941950000357,129.74941950000357,130.73417259997223,right,0.9710411000414751,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
could,5,right,66,66,0,right,0.6917545999749564,None,0,66,66,28,130.74964479997288,,,,,,,,,130.73807909997413,130.74964479997288,130.74964479997288,131.7496157999849,131.7496157999849,131.7496157999849,131.7496157999849,132.45029020000948,right,0.6917545999749564,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
