words,number_of_letters,corrAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_4.started,key_resp_2.started,ins.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,text_2.started,text.started,key_resp.started,fixation.stopped,text_2.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
pofitical,9,left,17,17,0,left,0.9966215000022203,None,0,17,17,65,30.088943099952303,,,,,,,,,30.076192799955606,30.088943099952303,30.088943099952303,31.08897319994867,31.08897319994867,31.08897319994867,31.08897319994867,32.09004509996157,left,0.9966215000022203,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
about,5,right,18,18,0,left,0.7289033000124618,None,0,18,18,22,32.10554119996959,,,,,,,,,32.09244129998842,32.10554119996959,32.10554119996959,33.105381199973635,33.105381199973635,33.105381199973635,33.105381199973635,33.83981959999073,left,0.7289033000124618,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
out,3,right,19,19,0,right,0.7214030000031926,None,0,19,19,8,33.85552399995504,,,,,,,,,33.84173499996541,33.85552399995504,33.85552399995504,34.85546759999124,34.85546759999124,34.85546759999124,34.85546759999124,35.590079899993725,right,0.7214030000031926,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
much,4,right,20,20,0,right,0.8746508000185713,None,0,20,20,12,35.605357499967795,,,,,,,,,35.59416229999624,35.605357499967795,35.605357499967795,36.60536799998954,36.60536799998954,36.60536799998954,36.60536799998954,37.49004669999704,right,0.8746508000185713,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
bussness,8,left,21,21,0,right,0.5895753999939188,None,0,21,21,51,37.5054479999817,,,,,,,,,37.49261089996435,37.5054479999817,37.5054479999817,38.505562699981965,38.505562699981965,38.505562699981965,38.505562699981965,39.1066368999891,right,0.5895753999939188,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
hour,4,right,22,22,0,right,0.8066839999519289,None,0,22,22,16,39.12190410000039,,,,,,,,,39.10879589995602,39.12190410000039,39.12190410000039,40.1217359000002,40.1217359000002,40.1217359000002,40.1217359000002,40.939372699998785,right,0.8066839999519289,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
ous,3,left,23,23,0,left,0.8115463999565691,None,0,23,23,9,40.95507549995091,,,,,,,,,40.94127009995282,40.95507549995091,40.95507549995091,41.955263199983165,41.955263199983165,41.955263199983165,41.955263199983165,42.77265229995828,left,0.8115463999565691,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
become,6,right,24,24,0,right,0.7088224999606609,None,0,24,24,32,42.7884844999644,,,,,,,,,42.77524849999463,42.7884844999644,42.7884844999644,43.77162159996806,43.77162159996806,43.788388499990106,43.788388499990106,44.48908410000149,right,0.7088224999606609,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
decade,6,right,25,25,0,right,0.9317309000180103,None,0,25,25,36,44.505255999974906,,,,,,,,,44.49114859994734,44.505255999974906,44.505255999974906,45.48841169994557,45.48841169994557,45.50505709997378,45.50505709997378,46.422603699960746,right,0.9317309000180103,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
courd,5,left,26,26,0,left,0.7837633999879472,None,0,26,26,29,46.43836400000146,,,,,,,,,46.42479449999519,46.43836400000146,46.43836400000146,47.421444799983874,47.421444799983874,47.43836949998513,47.43836949998513,48.20708599995123,left,0.7837633999879472,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
aboot,5,left,27,27,0,right,0.55403539998224,None,0,27,27,23,48.221434099948965,,,,,,,,,48.20928519999143,48.221434099948965,48.221434099948965,49.221344199962914,49.221344199962914,49.221344199962914,49.221344199962914,49.78944309998769,right,0.55403539998224,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
importent,9,left,28,28,0,left,1.0993901999900118,None,0,28,28,63,49.8051029999624,,,,,,,,,49.79163559997687,49.8051029999624,49.8051029999624,50.804674799961504,50.804674799961504,50.804674799961504,50.804674799961504,51.9060111999861,left,1.0993901999900118,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
between,7,right,29,29,0,right,0.7437113000196405,None,0,29,29,44,51.92115660000127,,,,,,,,,51.90788590000011,51.92115660000127,51.92115660000127,52.9212017999962,52.9212017999962,52.9212017999962,52.9212017999962,53.67241349996766,right,0.7437113000196405,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
believe,7,right,30,30,0,right,0.758405800035689,None,0,30,30,48,53.68800989998272,,,,,,,,,53.67484949994832,53.68800989998272,53.68800989998272,54.68808130000252,54.68808130000252,54.68808130000252,54.68808130000252,55.45584449998569,right,0.758405800035689,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
countey,7,left,31,31,0,left,0.9755792000214569,None,0,31,31,43,55.47140869998839,,,,,,,,,55.45903289999114,55.47140869998839,55.47140869998839,56.471163299982436,56.471163299982436,56.471163299982436,56.471163299982436,57.45568579999963,left,0.9755792000214569,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
should,6,right,32,32,0,right,0.6768082000198774,None,0,32,32,30,57.47106640000129,,,,,,,,,57.457818099996075,57.47106640000129,57.47106640000129,58.47099010000238,58.47099010000238,58.47099010000238,58.47099010000238,59.155621999991126,right,0.6768082000198774,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
wunt,4,left,33,33,0,left,1.6255700000328943,None,0,33,33,11,59.17093619995285,,,,,,,,,59.157647699990775,59.17093619995285,59.17093619995285,60.17095810000319,60.17095810000319,60.17095810000319,60.17095810000319,61.805460799951106,left,1.6255700000328943,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
fot,3,left,34,34,0,left,0.8288404000340961,None,0,34,34,7,61.8208403000026,,,,,,,,,61.807454199995846,61.8208403000026,61.8208403000026,62.82075499999337,62.82075499999337,62.82075499999337,62.82075499999337,63.655672499968205,left,0.8288404000340961,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
pesearch,8,left,35,35,0,left,0.6458523999899626,None,0,35,35,59,63.67063979996601,,,,,,,,,63.657979999959935,63.67063979996601,63.67063979996601,64.6705846999539,64.6705846999539,64.6705846999539,64.6705846999539,65.32189389999257,left,0.6458523999899626,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
theyr,5,left,36,36,0,left,0.6352088999701664,None,0,36,36,21,65.3375640999875,,,,,,,,,65.32406279997667,65.3375640999875,65.3375640999875,66.32060359994648,66.32060359994648,66.33743259997573,66.33743259997573,66.97169139998732,left,0.6352088999701664,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
ptay,4,left,37,37,0,left,0.8876030000392348,None,0,37,37,15,66.98737190000247,,,,,,,,,66.9732719999738,66.98737190000247,66.98737190000247,67.98741549998522,67.98741549998522,67.98741549998522,67.98741549998522,68.88841419998789,left,0.8876030000392348,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
mech,4,left,38,38,0,left,0.826189199986402,None,0,38,38,13,68.90377899998566,,,,,,,,,68.89076449995628,68.90377899998566,68.90377899998566,69.90398919995641,69.90398919995641,69.90398919995641,69.90398919995641,70.73846329998923,left,0.826189199986402,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
anythink,8,left,39,39,0,left,1.9865934000117704,None,0,39,39,57,70.75379119999707,,,,,,,,,70.74065759999212,70.75379119999707,70.75379119999707,71.75392789999023,71.75392789999023,71.75392789999023,71.75392789999023,73.75503209995804,left,1.9865934000117704,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
company,7,right,40,40,0,right,0.8345407000160776,None,0,40,40,46,73.770211199997,,,,,,,,,73.75774899998214,73.770211199997,73.770211199997,74.7704085999867,74.7704085999867,74.7704085999867,74.7704085999867,75.62131839996437,right,0.8345407000160776,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
exberience,10,left,41,41,0,left,1.0318803999689408,None,0,41,41,73,75.63720319996355,,,,,,,,,75.62394379999023,75.63720319996355,75.63720319996355,76.63701829995262,76.63701829995262,76.63701829995262,76.63701829995262,77.67117219994543,left,1.0318803999689408,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
bedween,7,left,42,42,0,left,1.0191579000093043,None,0,42,42,45,77.68702579999808,,,,,,,,,77.67375529999845,77.68702579999808,77.68702579999808,78.67032089998247,78.67032089998247,78.6871250999975,78.6871250999975,79.7046198999742,left,1.0191579000093043,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
anf,3,left,43,43,0,left,0.690339699969627,None,0,43,43,3,79.71993859997019,,,,,,,,,79.70660289999796,79.71993859997019,79.71993859997019,80.72005459998036,80.72005459998036,80.72005459998036,80.72005459998036,81.42115879995981,left,0.690339699969627,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
pregram,7,left,44,44,0,left,0.8033399999840185,None,0,44,44,41,81.43679229996633,,,,,,,,,81.42363219999243,81.43679229996633,81.43679229996633,82.43680369999493,82.43680369999493,82.43680369999493,82.43680369999493,83.25480899994727,left,0.8033399999840185,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
line,4,right,45,45,0,right,0.8001397000043653,None,0,45,45,18,83.26988799998071,,,,,,,,,83.257993599982,83.26988799998071,83.26988799998071,84.26987849996658,84.26987849996658,84.26987849996658,84.26987849996658,85.07159359997604,right,0.8001397000043653,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
want,4,right,46,46,0,right,0.5988029000000097,None,0,46,46,10,85.08656499994686,,,,,,,,,85.07351779995952,85.08656499994686,85.08656499994686,86.0865824999637,86.0865824999637,86.0865824999637,86.0865824999637,86.6876409999677,right,0.5988029000000097,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
compunity,9,left,47,47,0,left,0.9967994000180624,None,0,47,47,67,86.7032091000001,,,,,,,,,86.68994819995714,86.7032091000001,86.7032091000001,87.70312259998173,87.70312259998173,87.70312259998173,87.70312259998173,88.70485849998659,left,0.9967994000180624,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
bopulation,10,left,48,48,0,left,1.4883207000093535,None,0,48,48,79,88.71961089997785,,,,,,,,,88.70708989998093,88.71961089997785,88.71961089997785,89.71968559996458,89.71968559996458,89.71968559996458,89.71968559996458,91.22064249997493,left,1.4883207000093535,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
program,7,right,49,49,0,right,0.9915318000130355,None,0,49,49,40,91.23644379997859,,,,,,,,,91.22442079999018,91.23644379997859,91.23644379997859,92.21976279997034,92.21976279997034,92.23659139999654,92.23659139999654,93.22060459997738,right,0.9915318000130355,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
fector,6,left,50,50,0,left,0.7147390000172891,None,0,50,50,35,93.23649609996937,,,,,,,,,93.22254759998759,93.23649609996937,93.23649609996937,94.21938809996936,94.21938809996936,94.23619969998254,94.23619969998254,94.93762369995238,left,0.7147390000172891,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
think,5,right,51,51,0,right,0.7952394000021741,None,0,51,51,24,94.95285939995665,,,,,,,,,94.9398970999755,94.95285939995665,94.95285939995665,95.9526209999458,95.9526209999458,95.9526209999458,95.9526209999458,96.7541848999681,right,0.7952394000021741,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
heur,4,left,52,52,0,left,0.7322171999840066,None,0,52,52,17,96.7694649999612,,,,,,,,,96.75656670000171,96.7694649999612,96.7694649999612,97.76944459998049,97.76944459998049,97.76944459998049,97.76944459998049,98.50396709999768,left,0.7322171999840066,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
neu,3,left,53,53,0,left,0.4742808999726549,None,0,53,53,5,98.51931899995543,,,,,,,,,98.50626489997376,98.51931899995543,98.51931899995543,99.5192750999704,99.5192750999704,99.5192750999704,99.5192750999704,100.00383750000037,left,0.4742808999726549,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
woy,3,left,54,54,0,left,0.5506359999999404,None,0,54,54,1,100.0192768999841,,,,,,,,,100.00590679998277,100.0192768999841,100.0192768999841,101.0190279999515,101.0190279999515,101.0190279999515,101.0190279999515,101.58697229996324,left,0.5506359999999404,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
lipe,4,left,55,55,0,left,0.6933191000134684,None,0,55,55,19,101.60278399998788,,,,,,,,,101.5889275999507,101.60278399998788,101.60278399998788,102.60253539995756,102.60253539995756,102.60253539995756,102.60253539995756,103.30361819994869,left,0.6933191000134684,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
different,9,right,56,56,0,right,0.8498801999958232,None,0,56,56,60,103.31903069996042,,,,,,,,,103.30558899999596,103.31903069996042,103.31903069996042,104.31919419998303,104.31919419998303,104.31919419998303,104.31919419998303,105.1703391999472,right,0.8498801999958232,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
factor,6,right,57,57,0,left,0.7523012000019662,None,0,57,57,34,105.18557569995755,,,,,,,,,105.17220469994936,105.18557569995755,105.18557569995755,106.18555589998141,106.18555589998141,106.18555589998141,106.18555589998141,106.95343709998997,left,0.7523012000019662,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
compane,7,left,58,58,0,left,0.7437282999744639,None,0,58,58,47,106.96880859998055,,,,,,,,,106.95570349995978,106.96880859998055,106.96880859998055,107.96877409995068,107.96877409995068,107.96877409995068,107.96877409995068,108.71990769996773,left,0.7437282999744639,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
bifferent,9,left,59,59,0,left,0.9080929000047036,None,0,59,59,61,108.73593269998673,,,,,,,,,108.72165019996464,108.73593269998673,108.73593269998673,109.71883889997844,109.71883889997844,109.73563069995726,109.73563069995726,110.63673679996282,left,0.9080929000047036,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
quesdion,8,left,60,60,0,left,0.7919652999844402,None,0,60,60,55,110.65220139996381,,,,,,,,,110.63885199994547,110.65220139996381,110.65220139996381,111.65241379995132,111.65241379995132,111.65241379995132,111.65241379995132,112.45328309998149,left,0.7919652999844402,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
and,3,right,61,61,0,right,0.8097977000288665,None,0,61,61,2,112.46853600000031,,,,,,,,,112.4571491999668,112.46853600000031,112.46853600000031,113.4523050999851,113.4523050999851,113.46860549994744,113.46860549994744,114.26939469994977,right,0.8097977000288665,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
new,3,right,62,62,0,right,0.663351800001692,None,0,62,62,4,114.2853489999543,,,,,,,,,114.27133889996912,114.2853489999543,114.2853489999543,115.26869149995036,115.26869149995036,115.28529599995818,115.28529599995818,115.93645459995605,right,0.663351800001692,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
tochnology,10,left,63,63,0,left,0.8544715999742039,None,0,63,63,77,115.95198249997338,,,,,,,,,115.93970079999417,115.95198249997338,115.95198249997338,116.95187469996745,116.95187469996745,116.95187469996745,116.95187469996745,117.81955769995693,left,0.8544715999742039,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
secade,6,left,64,64,0,left,0.8277955999947153,None,0,64,64,37,117.83517729997402,,,,,,,,,117.82145439996384,117.83517729997402,117.83517729997402,118.83525249996455,118.83525249996455,118.83525249996455,118.83525249996455,119.66904079995584,left,0.8277955999947153,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
for,3,right,65,65,0,right,1.5781385999871418,None,0,65,65,6,119.68535220000194,,,,,,,,,119.6718710999703,119.68535220000194,119.68535220000194,120.66822479997063,120.66822479997063,120.68526179995388,120.68526179995388,122.25281549995998,right,1.5781385999871418,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
incluting,9,left,66,66,0,left,4.377438399998937,None,0,66,66,69,122.26827959995717,,,,,,,,,122.25516039994545,122.26827959995717,122.26827959995717,123.26796420000028,123.26796420000028,123.26796420000028,123.26796420000028,127.65269679995254,left,4.377438399998937,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
