11.2168 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
11.2168 	EXP 	text: height = 0.05
11.2168 	EXP 	text: height = 0.05
11.2168 	EXP 	text: height = 0.05
11.2168 	EXP 	text: text = 'RED'
11.2168 	EXP 	fixation: autoDraw = True
11.7180 	INFO 	Keyboard events cleared
11.7171 	EXP 	fixation: autoDraw = False
11.7171 	EXP 	text: autoDraw = True
13.0694 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'word': 'BLUE', 'colour': 'red', 'stm_condition': 'I', 'correct_res': 'r', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
13.0757 	DATA 	Keypress: b
13.0834 	EXP 	fixation: autoDraw = False
13.0834 	EXP 	text: autoDraw = False
13.0834 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
13.0834 	EXP 	text: height = 0.05
13.0834 	EXP 	text: height = 0.05
13.0834 	EXP 	text: height = 0.05
13.0834 	EXP 	text: text = 'BLUE'
13.0834 	EXP 	fixation: autoDraw = True
13.5846 	INFO 	Keyboard events cleared
13.5834 	EXP 	fixation: autoDraw = False
13.5834 	EXP 	text: autoDraw = True
14.4689 	EXP 	New trial (rep=1, index=2): <Trial 6 (2 in rep 1) data={'word': 'RED', 'colour': 'red', 'stm_condition': 'C', 'correct_res': 'r', 'thisN': 6, 'thisTrialN': 2, 'thisRepN': 1}>
14.4753 	DATA 	Keypress: r
14.4834 	EXP 	fixation: autoDraw = False
14.4834 	EXP 	text: autoDraw = False
14.4834 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
14.4834 	EXP 	text: height = 0.05
14.4834 	EXP 	text: height = 0.05
14.4834 	EXP 	text: height = 0.05
14.4834 	EXP 	text: text = 'RED'
14.4834 	EXP 	fixation: autoDraw = True
14.9847 	INFO 	Keyboard events cleared
14.9836 	EXP 	fixation: autoDraw = False
14.9836 	EXP 	text: autoDraw = True
15.7531 	EXP 	New trial (rep=1, index=3): <Trial 7 (3 in rep 1) data={'word': 'BLUE', 'colour': 'blue', 'stm_condition': 'C', 'correct_res': 'b', 'thisN': 7, 'thisTrialN': 3, 'thisRepN': 1}>
15.7599 	DATA 	Keypress: r
15.7668 	EXP 	fixation: autoDraw = False
15.7668 	EXP 	text: autoDraw = False
15.7668 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
15.7668 	EXP 	text: height = 0.05
15.7668 	EXP 	text: height = 0.05
15.7668 	EXP 	text: height = 0.05
15.7668 	EXP 	text: text = 'BLUE'
15.7668 	EXP 	fixation: autoDraw = True
16.2677 	INFO 	Keyboard events cleared
16.2668 	EXP 	fixation: autoDraw = False
16.2668 	EXP 	text: autoDraw = True
16.9025 	EXP 	New trial (rep=2, index=0): <Trial 8 (0 in rep 2) data={'word': 'BLUE', 'colour': 'blue', 'stm_condition': 'C', 'correct_res': 'b', 'thisN': 8, 'thisTrialN': 0, 'thisRepN': 2}>
16.9053 	DATA 	Keypress: b
16.9167 	EXP 	fixation: autoDraw = False
16.9167 	EXP 	text: autoDraw = False
16.9167 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
16.9167 	EXP 	text: text = 'BLUE'
16.9167 	EXP 	fixation: autoDraw = True
17.4182 	INFO 	Keyboard events cleared
17.4170 	EXP 	fixation: autoDraw = False
17.4170 	EXP 	text: autoDraw = True
17.9870 	EXP 	New trial (rep=2, index=1): <Trial 9 (1 in rep 2) data={'word': 'RED', 'colour': 'blue', 'stm_condition': 'I', 'correct_res': 'b', 'thisN': 9, 'thisTrialN': 1, 'thisRepN': 2}>
17.9933 	DATA 	Keypress: b
17.9999 	EXP 	fixation: autoDraw = False
17.9999 	EXP 	text: autoDraw = False
17.9999 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
17.9999 	EXP 	text: height = 0.05
17.9999 	EXP 	text: height = 0.05
17.9999 	EXP 	text: height = 0.05
17.9999 	EXP 	text: text = 'RED'
17.9999 	EXP 	fixation: autoDraw = True
18.5010 	INFO 	Keyboard events cleared
18.4999 	EXP 	fixation: autoDraw = False
18.4999 	EXP 	text: autoDraw = True
19.4353 	EXP 	New trial (rep=2, index=2): <Trial 10 (2 in rep 2) data={'word': 'RED', 'colour': 'red', 'stm_condition': 'C', 'correct_res': 'r', 'thisN': 10, 'thisTrialN': 2, 'thisRepN': 2}>
19.4383 	DATA 	Keypress: r
19.4492 	EXP 	fixation: autoDraw = False
19.4492 	EXP 	text: autoDraw = False
19.4492 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
19.4492 	EXP 	text: text = 'RED'
19.4492 	EXP 	fixation: autoDraw = True
19.9510 	INFO 	Keyboard events cleared
19.9500 	EXP 	fixation: autoDraw = False
19.9500 	EXP 	text: autoDraw = True
21.3188 	EXP 	New trial (rep=2, index=3): <Trial 11 (3 in rep 2) data={'word': 'BLUE', 'colour': 'red', 'stm_condition': 'I', 'correct_res': 'r', 'thisN': 11, 'thisTrialN': 3, 'thisRepN': 2}>
21.3250 	DATA 	Keypress: r
21.3328 	EXP 	fixation: autoDraw = False
21.3328 	EXP 	text: autoDraw = False
21.3328 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
21.3328 	EXP 	text: height = 0.05
21.3328 	EXP 	text: height = 0.05
21.3328 	EXP 	text: height = 0.05
21.3328 	EXP 	text: text = 'BLUE'
21.3328 	EXP 	fixation: autoDraw = True
21.8341 	INFO 	Keyboard events cleared
21.8331 	EXP 	fixation: autoDraw = False
21.8331 	EXP 	text: autoDraw = True
22.7687 	EXP 	New trial (rep=3, index=0): <Trial 12 (0 in rep 3) data={'word': 'BLUE', 'colour': 'blue', 'stm_condition': 'C', 'correct_res': 'b', 'thisN': 12, 'thisTrialN': 0, 'thisRepN': 3}>
22.7714 	DATA 	Keypress: r
22.7833 	EXP 	fixation: autoDraw = False
22.7833 	EXP 	text: autoDraw = False
22.7833 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
22.7833 	EXP 	text: text = 'BLUE'
22.7833 	EXP 	fixation: autoDraw = True
23.2839 	INFO 	Keyboard events cleared
23.2830 	EXP 	fixation: autoDraw = False
23.2830 	EXP 	text: autoDraw = True
24.1190 	EXP 	New trial (rep=3, index=1): <Trial 13 (1 in rep 3) data={'word': 'RED', 'colour': 'red', 'stm_condition': 'C', 'correct_res': 'r', 'thisN': 13, 'thisTrialN': 1, 'thisRepN': 3}>
24.1258 	DATA 	Keypress: b
24.1330 	EXP 	fixation: autoDraw = False
24.1330 	EXP 	text: autoDraw = False
24.1330 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
24.1330 	EXP 	text: height = 0.05
24.1330 	EXP 	text: height = 0.05
24.1330 	EXP 	text: height = 0.05
24.1330 	EXP 	text: text = 'RED'
24.1330 	EXP 	fixation: autoDraw = True
24.6337 	INFO 	Keyboard events cleared
24.6328 	EXP 	fixation: autoDraw = False
24.6328 	EXP 	text: autoDraw = True
25.4523 	EXP 	New trial (rep=3, index=2): <Trial 14 (2 in rep 3) data={'word': 'RED', 'colour': 'blue', 'stm_condition': 'I', 'correct_res': 'b', 'thisN': 14, 'thisTrialN': 2, 'thisRepN': 3}>
25.4551 	DATA 	Keypress: r
25.4662 	EXP 	fixation: autoDraw = False
25.4662 	EXP 	text: autoDraw = False
25.4662 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
25.4662 	EXP 	text: text = 'RED'
25.4662 	EXP 	fixation: autoDraw = True
25.9675 	INFO 	Keyboard events cleared
25.9664 	EXP 	fixation: autoDraw = False
25.9664 	EXP 	text: autoDraw = True
26.8023 	EXP 	New trial (rep=3, index=3): <Trial 15 (3 in rep 3) data={'word': 'BLUE', 'colour': 'red', 'stm_condition': 'I', 'correct_res': 'r', 'thisN': 15, 'thisTrialN': 3, 'thisRepN': 3}>
26.8088 	DATA 	Keypress: b
26.8163 	EXP 	fixation: autoDraw = False
26.8163 	EXP 	text: autoDraw = False
26.8163 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
26.8163 	EXP 	text: height = 0.05
26.8163 	EXP 	text: height = 0.05
26.8163 	EXP 	text: height = 0.05
26.8163 	EXP 	text: text = 'BLUE'
26.8163 	EXP 	fixation: autoDraw = True
27.3171 	INFO 	Keyboard events cleared
27.3162 	EXP 	fixation: autoDraw = False
27.3162 	EXP 	text: autoDraw = True
28.9691 	EXP 	New trial (rep=4, index=0): <Trial 16 (0 in rep 4) data={'word': 'RED', 'colour': 'red', 'stm_condition': 'C', 'correct_res': 'r', 'thisN': 16, 'thisTrialN': 0, 'thisRepN': 4}>
28.9758 	DATA 	Keypress: r
28.9827 	EXP 	fixation: autoDraw = False
28.9827 	EXP 	text: autoDraw = False
28.9827 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
28.9827 	EXP 	text: height = 0.05
28.9827 	EXP 	text: height = 0.05
28.9827 	EXP 	text: height = 0.05
28.9827 	EXP 	text: text = 'RED'
28.9827 	EXP 	fixation: autoDraw = True
29.4838 	INFO 	Keyboard events cleared
29.4829 	EXP 	fixation: autoDraw = False
29.4829 	EXP 	text: autoDraw = True
30.5518 	EXP 	New trial (rep=4, index=1): <Trial 17 (1 in rep 4) data={'word': 'BLUE', 'colour': 'red', 'stm_condition': 'I', 'correct_res': 'r', 'thisN': 17, 'thisTrialN': 1, 'thisRepN': 4}>
30.5580 	DATA 	Keypress: r
30.5660 	EXP 	fixation: autoDraw = False
30.5660 	EXP 	text: autoDraw = False
30.5660 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
30.5660 	EXP 	text: height = 0.05
30.5660 	EXP 	text: height = 0.05
30.5660 	EXP 	text: height = 0.05
30.5660 	EXP 	text: text = 'BLUE'
30.5660 	EXP 	fixation: autoDraw = True
31.0672 	INFO 	Keyboard events cleared
31.0662 	EXP 	fixation: autoDraw = False
31.0662 	EXP 	text: autoDraw = True
32.2186 	EXP 	New trial (rep=4, index=2): <Trial 18 (2 in rep 4) data={'word': 'BLUE', 'colour': 'blue', 'stm_condition': 'C', 'correct_res': 'b', 'thisN': 18, 'thisTrialN': 2, 'thisRepN': 4}>
32.2216 	DATA 	Keypress: r
32.2327 	EXP 	fixation: autoDraw = False
32.2327 	EXP 	text: autoDraw = False
32.2327 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
32.2327 	EXP 	text: text = 'BLUE'
32.2327 	EXP 	fixation: autoDraw = True
32.7338 	INFO 	Keyboard events cleared
32.7326 	EXP 	fixation: autoDraw = False
32.7326 	EXP 	text: autoDraw = True
33.7521 	EXP 	New trial (rep=4, index=3): <Trial 19 (3 in rep 4) data={'word': 'RED', 'colour': 'blue', 'stm_condition': 'I', 'correct_res': 'b', 'thisN': 19, 'thisTrialN': 3, 'thisRepN': 4}>
33.7587 	DATA 	Keypress: b
33.7660 	EXP 	fixation: autoDraw = False
33.7660 	EXP 	text: autoDraw = False
33.7660 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
33.7660 	EXP 	text: height = 0.05
33.7660 	EXP 	text: height = 0.05
33.7660 	EXP 	text: height = 0.05
33.7660 	EXP 	text: text = 'RED'
33.7660 	EXP 	fixation: autoDraw = True
34.2668 	INFO 	Keyboard events cleared
34.2659 	EXP 	fixation: autoDraw = False
34.2659 	EXP 	text: autoDraw = True
35.9684 	EXP 	New trial (rep=5, index=0): <Trial 20 (0 in rep 5) data={'word': 'RED', 'colour': 'blue', 'stm_condition': 'I', 'correct_res': 'b', 'thisN': 20, 'thisTrialN': 0, 'thisRepN': 5}>
35.9714 	DATA 	Keypress: b
35.9825 	EXP 	fixation: autoDraw = False
35.9825 	EXP 	text: autoDraw = False
35.9825 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
35.9825 	EXP 	text: text = 'RED'
35.9825 	EXP 	fixation: autoDraw = True
36.4836 	INFO 	Keyboard events cleared
36.4826 	EXP 	fixation: autoDraw = False
36.4826 	EXP 	text: autoDraw = True
37.3019 	EXP 	New trial (rep=5, index=1): <Trial 21 (1 in rep 5) data={'word': 'BLUE', 'colour': 'red', 'stm_condition': 'I', 'correct_res': 'r', 'thisN': 21, 'thisTrialN': 1, 'thisRepN': 5}>
37.3094 	DATA 	Keypress: b
37.3156 	EXP 	fixation: autoDraw = False
37.3156 	EXP 	text: autoDraw = False
37.3156 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
37.3156 	EXP 	text: height = 0.05
37.3156 	EXP 	text: height = 0.05
37.3156 	EXP 	text: height = 0.05
37.3156 	EXP 	text: text = 'BLUE'
37.3156 	EXP 	fixation: autoDraw = True
37.8169 	INFO 	Keyboard events cleared
37.8160 	EXP 	fixation: autoDraw = False
37.8160 	EXP 	text: autoDraw = True
39.3018 	EXP 	New trial (rep=5, index=2): <Trial 22 (2 in rep 5) data={'word': 'RED', 'colour': 'red', 'stm_condition': 'C', 'correct_res': 'r', 'thisN': 22, 'thisTrialN': 2, 'thisRepN': 5}>
39.3085 	DATA 	Keypress: r
39.3155 	EXP 	fixation: autoDraw = False
39.3155 	EXP 	text: autoDraw = False
39.3155 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
39.3155 	EXP 	text: height = 0.05
39.3155 	EXP 	text: height = 0.05
39.3155 	EXP 	text: height = 0.05
39.3155 	EXP 	text: text = 'RED'
39.3155 	EXP 	fixation: autoDraw = True
39.8168 	INFO 	Keyboard events cleared
39.8158 	EXP 	fixation: autoDraw = False
