stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,2,10.0,0.03530899994075298,,0.017687399871647358,0.03530899994075298,0.5186420998070389,0.5186420998070389,0.535692699952051,0.8189115999266505,0.8730587000027299,right,10.0,0,0,0.3425151000265032,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
1,2,12.0,0.8852272999938577,,0.8732153999153525,0.8852272999938577,1.3859850999433547,1.3859850999433547,1.3859850999433547,1.6854143999516964,1.8703854999039322,left,-12.0,0,0,0.475332299945876,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
2,2,14.0,1.885348399868235,,1.8705502999946475,1.885348399868235,2.3853616998530924,2.3853616998530924,2.3853616998530924,2.6855738998856395,3.136945999925956,left,-14.0,0,0,0.7461711999494582,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
3,1,16.0,3.15245379996486,,3.1370893998537213,3.15245379996486,3.652436099946499,3.652436099946499,3.652436099946499,,3.736858299933374,left,-16.0,1,1,0.07498049992136657,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
4,1,15.0,3.75229369988665,,3.7370647999923676,3.75229369988665,4.25180929992348,4.25180929992348,4.25180929992348,,4.436628700001165,left,-15.0,0,0,0.17358649987727404,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
5,1,16.0,4.452175399987027,,4.436784599907696,4.452175399987027,4.95210689981468,4.95210689981468,4.95210689981468,5.2520940999966115,5.486520699923858,left,-16.0,0,0,0.5268027000129223,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
6,1,17.0,5.502191299805418,,5.486729399999604,5.502191299805418,5.985748399980366,5.985748399980366,6.002274099970236,6.285341099835932,6.455854499945417,right,17.0,1,1,0.4567992000374943,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
7,1,17.0,6.470436199801043,,6.456149699864909,6.470436199801043,6.970277999993414,6.970277999993414,6.970277999993414,7.270336400019005,7.437781299930066,left,-17.0,0,0,0.45617970009334385,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
8,1,18.0,7.4529166999273,,7.437994199804962,7.4529166999273,7.937874999828637,7.937874999828637,7.954238999867812,8.23743709991686,8.371834199875593,right,18.0,1,1,0.4188194000162184,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
9,1,18.0,8.386346800019965,,8.37221059994772,8.386346800019965,8.886124699842185,8.886124699842185,8.886124699842185,9.186670299852267,9.238880599848926,right,18.0,1,1,0.3432637001387775,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
10,0.5,18.0,9.253718899795786,,9.239182099932805,9.253718899795786,9.753067499957979,9.753067499957979,9.753067499957979,10.053597299847752,10.322372499853373,right,18.0,1,1,0.5538379000499845,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
11,0.5,17.5,10.337146099889651,,10.322744000004604,10.337146099889651,10.837040900019929,10.837040900019929,10.837040900019929,11.136835099896416,11.238603099947795,left,-17.5,0,0,0.38819020008668303,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
12,0.5,18.0,11.253649999853224,,11.23894239985384,11.253649999853224,11.753604999976233,11.753604999976233,11.753604999976233,12.068821799941361,12.219406899996102,left,-18.0,0,0,0.45465210010297596,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
13,0.5,18.5,12.235220999922603,,12.219562500016764,12.235220999922603,12.71854029991664,12.71854029991664,12.735198499867693,13.020098899956793,13.07026720000431,left,-18.5,0,0,0.3457146999426186,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
14,0.5,19.0,13.085347299929708,,13.070517999818549,13.085347299929708,13.584963999921456,13.584963999921456,13.584963999921456,13.885124399792403,13.870026999851689,left,-19.0,0,0,0.28302129986695945,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
15,0.5,19.5,13.885124399792403,,13.870217100018635,13.885124399792403,14.385046999901533,14.385046999901533,14.385046999901533,14.684992699883878,14.836349899880588,left,-19.5,0,0,0.44189510005526245,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
16,0.5,20.0,14.851907199947163,,14.836532999994233,14.851907199947163,15.351996899815276,15.351996899815276,15.351996899815276,15.651743999915197,15.769464999902993,left,-20.0,0,0,0.4139844998717308,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
17,0.5,20.0,15.785223599988967,,15.769665899919346,15.785223599988967,16.285180900013074,16.285180900013074,16.285180900013074,,16.453309499891475,left,-20.0,0,0,0.1646257999818772,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
18,0.5,20.0,16.468212799867615,,16.453454099828377,16.468212799867615,16.953067199792713,16.953067199792713,16.9697553999722,17.268482699990273,17.2863403998781,left,-20.0,0,0,0.33030549995601177,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
19,0.5,20.0,17.30172330001369,,17.28648959985003,17.30172330001369,17.801770699908957,17.801770699908957,17.801770699908957,18.101346499985084,18.086320499889553,left,-20.0,0,0,0.28067929996177554,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
20,0.5,20.0,18.101346499985084,,18.086479199817404,18.101346499985084,18.601521499920636,18.601521499920636,18.601521499920636,18.90254499996081,18.888740499969572,left,-20.0,0,0,0.27225599996745586,200650,001,2024-09-06_14h04.04.129,Adaptive staircase,2024.2.1post4,60.723422400860684,2024-09-06 14h04.12.421584 +0530,
