stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart
12,1,17,23.7104433,,23.6959597,23.7104433,24.1938311,24.1938311,24.2107019,24.4941893,24.6130584,right,17,1,1,0.4033469,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
13,1,17,24.627682,,24.6134298,24.627682,25.127617,25.127617,25.127617,25.4274064,25.6126202,left,-17,1,1,0.4729077,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
14,1,17,25.6273709,,25.6129033,25.6273709,26.1272617,26.1272617,26.1272617,26.4275046,26.4314674,left,-17,0,0,0.3007291,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
15,1,18,26.4440487,,26.4317774,26.4440487,26.944289,26.944289,26.944289,,27.1962532,left,-18,1,1,0.242785,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
16,1,18,27.2111246,,27.1965805,27.2111246,27.7106978,27.7106978,27.7106978,28.0106979,28.0127561,left,-18,1,1,0.2912281,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
17,0.5,18,28.0275116,,28.0131509,28.0275116,28.5276467,28.5276467,28.5276467,28.8269383,28.8469512,right,18,1,1,0.3097303,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
18,0.5,17.5,28.8603627,,28.8472432,28.8603627,29.3614569,29.3614569,29.3614569,,29.579585,right,17.5,0,0,0.2082479,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
19,0.5,18,29.5937181,,29.5799801,29.5937181,30.0941376,30.0941376,30.0941376,30.3937216,30.3793325,left,-18,1,1,0.275443,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
20,0.5,18,30.3937216,,30.3798045,30.3937216,30.8945725,30.8945725,30.8945725,,31.114023,right,18,1,1,0.2144288,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
21,0.5,18,31.1273882,,31.1143723,31.1273882,31.6274143,31.6274143,31.6274143,,31.8143454,right,18,1,1,0.1840614,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
22,0.5,17.5,31.827217,,31.8146503,31.827217,32.3280289,32.3280289,32.3280289,,32.4805849,right,17.5,1,1,0.1485153,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
23,0.5,17.5,32.4941546,,32.4809114,32.4941546,32.9941154,32.9941154,32.9941154,,33.1969117,left,-17.5,0,0,0.1994603,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
24,0.5,18,33.2104267,,33.1972969,33.2104267,33.7104141,33.7104141,33.7104141,,33.9130253,right,18,0,0,0.1917087,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
25,0.5,18.5,33.92719,,33.9133602,33.92719,34.4273184,34.4273184,34.4273184,,34.6797102,left,-18.5,1,1,0.2466786,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
26,0.5,18.5,34.6947168,,34.6800807,34.6947168,35.1940703,35.1940703,35.2104969,,35.396288,right,18.5,0,0,0.1934377,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
27,0.5,19,35.4106466,,35.3967008,35.4106466,35.9107733,35.9107733,35.9107733,36.2101376,36.3124281,right,19,0,0,0.388787,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
28,0.5,19.5,36.3273335,,36.3127225,36.3273335,36.8271635,36.8271635,36.8271635,37.1268522,37.1632173,right,19.5,0,0,0.3298275,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
29,0.5,20,37.1779876,,37.1636188,37.1779876,37.6769879,37.6769879,37.6769879,37.9774022,38.1121839,right,20,0,0,0.426681,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
30,0.5,20,38.1272287,,38.1124878,38.1272287,38.6267905,38.6267905,38.6267905,38.9269954,39.0793912,left,-20,0,0,0.4409061,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
31,0.5,20,39.0934843,,39.0797089,39.0934843,39.5940606,39.5940606,39.5940606,39.8938828,39.9973091,right,20,1,1,0.3997878,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
32,0.5,20,40.0102971,,39.9977483,40.0102971,40.5106476,40.5106476,40.5106476,40.8105664,40.8954269,right,20,0,0,0.3769237,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
33,0.5,20,40.9104101,,40.8957358,40.9104101,41.4104696,41.4104696,41.4104696,41.7105469,41.8615484,right,20,0,0,0.4439002,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
34,0.5,20,41.8768833,,41.8618748,41.8768833,42.3605689,42.3605689,42.3769908,,42.6138365,right,20,1,1,0.2507686,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
35,0.5,20,42.6267494,,42.614162,42.6267494,43.126671,43.126671,43.126671,,43.1788923,left,-20,0,0,0.0423369,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
36,0.5,20,43.1934908,,43.1796007,43.1934908,43.6943813,43.6943813,43.6943813,,43.7785117,right,20,0,0,0.0704221,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
37,0.5,20,43.7935916,,43.7788456,43.7935916,44.2935218,44.2935218,44.2935218,44.5951427,44.8457093,left,-20,0,0,0.5427475,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
38,0.5,20,44.8599342,,44.8460533,44.8599342,45.3603684,45.3603684,45.3603684,45.659836,45.7129715,left,-20,1,1,0.3492157,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
39,0.5,20,45.7269932,,45.7132917,45.7269932,46.2265027,46.2265027,46.2265027,46.5266742,46.5114542,left,-20,0,0,0.2747866,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
40,0.5,20,46.5266742,,46.5117623,46.5266742,47.0265912,47.0265912,47.0265912,47.3262326,47.3624001,right,20,0,0,0.3215,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
41,0.5,20,47.3766804,,47.362767,47.3766804,47.8766466,47.8766466,47.8766466,48.1764401,48.1782811,right,20,1,1,0.2895117,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
42,0.5,20,48.1931409,,48.1785755,48.1931409,48.6931242,48.6931242,48.6931242,48.9937418,49.7114172,left,-20,1,1,1.0034681,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
43,0.5,20,49.7267321,,49.7117154,49.7267321,50.2266037,50.2266037,50.2266037,50.5266464,50.8282209,left,-20,0,0,0.5844488,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
44,0.5,20,50.8430924,,50.828523,50.8430924,51.3430765,51.3430765,51.3430765,51.6429307,53.0453494,left,-20,1,1,1.6876528,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
45,0.5,20,53.0602602,,53.0456514,53.0602602,53.5603354,53.5603354,53.5603354,53.8601389,54.2620813,right,20,1,1,0.6952233,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
46,0.5,20,54.2765688,,54.2624153,54.2765688,54.7770205,54.7770205,54.7770205,55.0759541,55.5114718,left,-20,1,1,0.7178602,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
47,0.5,19.5,55.5261172,,55.511774,55.5261172,56.0261266,56.0261266,56.0261266,56.3261648,56.7613738,right,19.5,1,1,0.7317616,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
48,0.5,19.5,56.7764618,,56.7616788,56.7764618,57.2763753,57.2763753,57.2763753,57.5757198,57.9778499,right,19.5,0,0,0.6946297,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
49,0.5,20,57.9924885,,57.9781862,57.9924885,58.4927432,58.4927432,58.4927432,58.7930571,59.0450664,left,-20,0,0,0.5472677,1,1,2024-09-06_13h02.37.586,Adaptive staircase,2024.2.1post4,60.00376821,2024-09-06 13h02.40.634803 +0530
,,,,,,,,,,,,,Absolute Threshold,17.1,,,,,,,,,
